   149577215.20487639        2610879.4598946073     
  
   149508867.75997195        5220963.6209444804     
  
   149394978.48457181        7829457.4265605137     
  
   149235582.07043815        10435566.304591075     
  
   149030727.07124260        13038496.409356272     
  
   148780475.88777643        15637454.863460949     
  
   148484904.74894261        18231649.999312695     
  
   148144103.68853587        20820291.600271396     
  
   147758176.51781741        23402591.141356751     
  
   147327240.79389310        25977762.029440526     
  
   146851427.78390437        28545019.842850368     
  
   146330882.42504308        31103582.570312083     
  
   145765763.28040218        33652670.849157825     
  
   145156242.49067596        36191508.202727348     
  
   144502505.72172427        38719321.276890256     
  
   143804752.10801694        41235340.075617090     
  
   143063194.19197562        43738798.195527397     
  
   142278057.85923117        46228933.059343591     
  
   141449582.26981676        48704986.148179308     
  
   140578019.78531763        51166203.232591406     
  
   139663635.89199904        53611834.602325611     
  
   138706709.11993688        56041135.294685259     
  
   137707530.95817459        58453365.321454212     
  
   136666405.76593286        60847789.894304231     
  
   135583650.67989892        63223679.648618586     
  
   134459595.51762357        65580310.865663506     
  
   133294582.67705581        67916965.693039715     
  
   132088967.03224491        70232932.363347307     
  
   130843115.82524256        72527505.410996735     
  
   129557408.55423734        74799985.887100458     
  
   128232236.85795598        77049681.572379500     
  
   126868004.39636640        79275907.188019961     
  
   125465126.72771916        81477984.604415491     
  
   124024031.18196429        83655243.047732204     
  
   122545156.73058261        85807019.304232582     
  
   121028953.85287070        87932657.922296956     
  
   119475884.39872079        90031511.412080094     
  
   117886421.44793667        92102940.442742974     
  
   116261049.16612914        94146314.037199035     
  
   114600262.65723465        96161009.764315754     
  
   112904567.81270166        98146413.928513214     
  
   111174481.15739149        100101921.75670157     
  
   109410529.69223976        102026937.58250083     
  
   107613250.73372702        103920875.02768633     
  
   105783191.75020687        105783157.18080531     
  
   103920910.19514191        107613216.77290970     
  
   102026973.33729810        109410496.35035142     
  
   100101958.08794931        111174448.44458839     
  
   98146450.825144529        112904535.73894843     
  
   96161047.215091601        114600231.23230128     
  
   94146352.030711547        116261018.39958799     
  
   92102978.967418954        117886391.34915948     
  
   90031550.456184566        119475854.97687596     
  
   87932697.473936707        121028925.11692038     
  
   85807059.351359814        122545128.68928006     
  
   83655283.578148171        124024003.84385118     
  
   81478025.605774254        125465100.10112293     
  
   79275948.647832096        126867978.48939775     
  
   77049723.478015989        128232211.67850639     
  
   74800028.225796402        129557384.10997677     
  
   72527548.169855356        130843092.12361695     
  
   70232975.529343888        132088944.08047399     
  
   67917009.253025457        133294560.48213091     
  
   65580354.806369603        134459574.08630550     
  
   63223723.956660300        135583630.01871583     
  
   60847834.556184918        136666385.88117835     
  
   58453410.323569410        137707511.85590577     
  
   56041180.623326898        138706690.80597246     
  
   53611880.243686184        139663618.37191764     
  
   51166249.172768131        140578003.06445602     
  
   48705032.373178311        141449566.35326833     
  
   46228979.555084318        142278042.75184417     
  
   43738844.947846808        143063179.89835197     
  
   41235387.070273973        143804738.63251057     
  
   38719368.499569595        144502493.06843996     
  
   36191555.639044672        145156230.66346803     
  
   33652718.484663546        145765752.28287330     
  
   31103630.390495989        146330872.26054323     
  
   28545067.833145991        146851418.45552972     
  
   25977810.175229579        147327232.30448517     
  
   23402639.427973520        147758168.86996216     
  
   20820340.013007320        148144096.88456291     
  
   18231698.523420829        148484898.79092452     
  
   15637503.484160345        148780470.77752802     
  
   13038545.111836608        149030722.81032056     
  
   10435615.074017104        149235578.66014037     
  
   7829506.2480766363        149394975.92593712     
  
   5221012.4796791635        149508866.05377969     
  
   2610928.3409650144        149577214.35164630     
  
   48.888516522105498        149599999.99999201     
  
  -2610830.5788239129        149577216.05809048     
  
  -5220914.7622092552        149508869.46614823     
  
  -7829408.6050435621        149394981.04319057     
  
  -10435517.535163932        149235585.48072001     
  
  -13038447.706874574        149030731.33214873     
  
  -15637406.242759898        148780480.99800894     
  
  -18231601.475202624        148484910.70694485     
  
  -20820243.187533215        148144110.49249300     
  
  -23402542.854737476        147758184.16565689     
  
  -25977713.883648720        147327249.28328529     
  
  -28544971.852551665        146851437.11226335     
  
  -31103534.750124823        146330892.58952731     
  
  -33652623.213648491        145765774.27791548     
  
  -36191460.766406178        145156254.31786838     
  
  -38719274.054206781        144502518.37499315     
  
  -41235293.080955796        143804765.58350798     
  
  -43738751.443203330        143063208.48558402     
  
  -46228886.563597918        142278072.96660295     
  
  -48704939.923175104        141449598.18635011     
  
  -51166157.292409264        140578036.50616419     
  
  -53611788.960959300        139663653.41206554     
  
  -56041089.966037616        138706727.43388647     
  
  -58453320.319332778        137707550.06042871     
  
  -60847745.232417047        136666425.65067276     
  
  -63223635.340570167        135583671.34106749     
  
  -65580266.924950384        134459616.94892728     
  
  -67916922.133046746        133294604.87196647     
  
  -70232889.197343200        132088989.98400176     
  
  -72527462.652130336        130843139.52685422     
  
  -74799943.548396528        129557432.99848408     
  
  -77049639.666734815        128232262.03739186     
  
  -79275865.728199348        126868030.30332151     
  
  -81477943.603048056        125465153.35430202     
  
  -83655202.517307267        124024058.52006419     
  
  -85806979.257096171        122545184.77187206     
  
  -87932618.370647788        121028982.58880810     
  
  -90031472.367965996        119475913.82055287     
  
  -92102901.918057173        117886451.54670124     
  
  -94146276.043676496        116261079.93265790     
  
  -96160972.313529670        114600294.08215573     
  
  -98146377.031871408        112904599.88644284     
  
  -100101885.42544317        111174513.87018271     
  
  -102026901.82769266        109410563.03411643     
  
  -103920839.86021964        107613284.69453289     
  
  -105783122.61139248        105783226.31959710     
  
  -107613182.81208088        103920945.36258636     
  
  -109410463.00845137        102027009.09208450     
  
  -111174415.73177341        100101994.41918634     
  
  -112904503.66518314        98146487.721765399     
  
  -114600199.80735567        96161084.665857196     
  
  -116260987.63303439        94146390.024214000     
  
  -117886361.25036968        92103017.492085114     
  
  -119475825.55501835        90031589.500279412     
  
  -121028896.38095717        87932737.025567070     
  
  -122545100.64796442        85807099.398477927     
  
  -124023976.50572480        83655324.108555228     
  
  -125465073.47451326        81478066.607124329     
  
  -126867952.58241554        79275990.107635766     
  
  -128232186.49904315        77049765.383644193     
  
  -129557359.66570239        74800070.564484328     
  
  -130843068.42197739        72527590.928706199     
  
  -132088921.12868896        70233018.695332944     
  
  -133294538.28719178        67917052.813003927     
  
  -134459552.65497306        65580398.747068696     
  
  -135583609.35751826        63223768.264695264     
  
  -136666365.99640927        60847879.218059063     
  
  -137707492.75362226        58453455.325678341     
  
  -138706672.49199322        56041225.951962605     
  
  -139663600.85182133        53611925.885041036     
  
  -140577986.34357938        51166295.112939402     
  
  -141449550.43670473        48705078.598172151     
  
  -142278027.64444196        46229026.050820142     
  
  -143063165.60471302        43738891.700161487     
  
  -143804725.15698886        41235434.064926460     
  
  -144502480.41514021        38719415.722244792     
  
  -145156218.83624458        36191603.075358145     
  
  -145765741.28532889        33652766.120165654     
  
  -146330862.09602770        31103678.210676622     
  
  -146851409.12713939        28545115.823438503     
  
  -147327223.81506151        25977858.321015798     
  
  -147758161.22209117        23402687.714587811     
  
  -148144090.08057415        20820388.425740991     
  
  -148484892.83289054        18231747.047526993     
  
  -148780465.66726375        15637552.104858065     
  
  -149030718.54938260        13038593.814315619     
  
  -149235575.24982667        10435663.843442034     
  
  -149394973.36728644        7829555.0695919525     
  
  -149508864.34757146        5221061.3384132655     
  
  -149577213.49840027        2610977.2220351971     
  
  -149599999.99996805        97.777033044205780     
  
  -149577216.91128859       -2610781.6977528608     
  
  -149508871.17230853       -5220865.9034734471     
  
  -149394983.60179338       -7829359.7835257379     
  
  -149235588.89098591       -10435468.765735691     
  
  -149030735.59303895       -13038399.004391417     
  
  -148780486.10822552       -15637357.622057168     
  
  -148484916.66493124       -18231552.951090652     
  
  -148144117.29643431       -20820194.774792906     
  
  -147758191.81348056       -23402494.568115719     
  
  -147327257.77266172       -25977665.737854216     
  
  -146851446.44060662       -28544923.862249974     
  
  -146330902.75399593       -31103486.929934293     
  
  -145765785.27541322       -33652575.578135602     
  
  -145156266.14504531       -36191413.330081098     
  
  -144502531.02824658       -38719226.831519164     
  
  -143804779.05898365       -41235246.086290047     
  
  -143063222.77917713       -43738704.690874577     
  
  -142278088.07395959       -46228840.067847289     
  
  -141449614.10286838       -48704893.698165730     
  
  -140578053.22699580       -51166111.352221616     
  
  -139663670.93211710       -53611743.319587268     
  
  -138706745.74782130       -56041044.637383930     
  
  -137707569.16266811       -58453275.317205071     
  
  -136666445.53539810       -60847700.570523337     
  
  -135583692.00222164       -63223591.032514937     
  
  -134459638.38021666       -65580222.984230280     
  
  -133294627.06686288       -67916878.573046505     
  
  -132089012.93574442       -70232846.031331688     
  
  -130843163.22845185       -72527419.893256262     
  
  -129557457.44271697       -74799901.209684625     
  
  -128232287.21681398       -77049597.761081949     
  
  -126868056.21026307       -79275824.268370271     
  
  -125465179.98087145       -81477902.601671889     
  
  -124024085.85815080       -83655161.986873478     
  
  -122545212.81314842       -85806939.209950611     
  
  -121029011.32473256       -87932578.818989262     
  
  -119475943.24237221       -90031433.323842242     
  
  -117886481.64545326       -92102863.393361509     
  
  -116261110.69917426       -94146238.050143823     
  
  -114600325.50706461       -96160934.862733290     
  
  -112904631.96017192       -98146340.135219127     
  
  -111174546.58296207       -100101849.09417406     
  
  -109410596.37598146       -102026866.07287353     
  
  -107613318.65532725       -103920804.69274186     
  
  -105783260.88897611       -105783088.04196830     
  
  -103920980.53001976       -107613148.85124053     
  
  -102027044.84686001       -109410429.66653965     
  
  -100102030.75041269       -111174383.01894656     
  
  -98146524.618375704       -112904471.59140585     
  
  -96161122.116612405       -114600168.38239793     
  
  -94146428.017706349       -116260956.86646844     
  
  -92103056.016741425       -117886331.15156732     
  
  -90031628.544364706       -119475796.13314795     
  
  -87932776.577188045       -121028867.64498101     
  
  -85807139.445586830       -122545072.60663570     
  
  -83655364.638953388       -124023949.16758515     
  
  -81478107.608465686       -125465046.84789023     
  
  -79276031.567431018       -126867926.67541975     
  
  -77049807.289264202       -128232161.31956621     
  
  -74800112.903164342       -129557335.22141410     
  
  -72527633.687549338       -130843044.72032382     
  
  -70233061.861314505       -132088898.17688982     
  
  -67917096.372975096       -133294516.09223844     
  
  -65580442.687760793       -134459531.22362623     
  
  -63223812.572723426       -135583588.69630623     
  
  -60847923.879926756       -136666346.11162558     
  
  -58453500.327781133       -137707473.65132400     
  
  -56041271.280592367       -138706654.17799917     
  
  -53611971.526390165       -139663583.33171010     
  
  -51166341.053105168       -140577969.62268776     
  
  -48705124.823160686       -141449534.52012607     
  
  -46229072.546550997       -142278012.53702459     
  
  -43738938.452471554       -143063151.31105879     
  
  -41235481.059574530       -143804711.68145177     
  
  -38719462.944915794       -144502467.76182505     
  
  -36191650.511667669       -145156207.00900567     
  
  -33652813.755664267       -145765730.28776884     
  
  -31103726.030853834       -146330851.93149662     
  
  -28545163.813728098       -146851399.79873338     
  
  -25977906.466799207       -147327215.32562214     
  
  -23402736.001199506       -147758153.57420436     
  
  -20820436.838472538       -148144083.27656958     
  
  -18231795.571631275       -148484886.87484071     
  
  -15637600.725554116       -148780460.55698359     
  
  -13038642.516793175       -149030714.28842872     
  
  -10435712.612865850       -149235571.83949703     
  
  -7829603.8911063997       -149394970.80861983     
  
  -5221110.1971468423       -149508862.64134729     
  
  -2611026.1031050673       -149577212.64513823     
  
  -146.66554949985988       -149599999.99992809     
  
   2610732.8166816630       -149577217.76447076     
  
   5220817.0447371490       -149508872.87845287     
  
   7829310.9620071771       -149394986.16038021     
  
   10435419.996306237       -149235592.30123588     
  
   13038350.301906835       -149030739.85391325     
  
   15637309.001352768       -148780491.21842626     
  
   18231504.426976636       -148484922.62290180     
  
   20820146.362050176       -148144124.10035980     
  
   23402446.281491462       -147758199.46128848     
  
   25977617.592056736       -147327266.26202247     
  
   28544875.871945202       -146851455.76893422     
  
   31103439.109740339       -146330912.91844890     
  
   33652527.942619085       -145765796.27289537     
  
   36191365.893752187       -145156277.97220674     
  
   38719179.608827494       -144502543.68148458     
  
   41235199.091620013       -143804792.53444391     
  
   43738657.938541211       -143063237.07275495     
  
   46228793.572091810       -142278103.18130097     
  
   48704847.473151065       -141449630.01937154     
  
   51166065.412028454       -140578069.94781238     
  
   53611697.678209513       -139663688.45215374     
  
   56040999.308724307       -138706764.06174129     
  
   58453230.315071143       -137707588.26489282     
  
   60847655.908623159       -136666465.42010882     
  
   63223546.724452965       -135583712.66336128     
  
   65580179.043503158       -134459659.81149167     
  
   67916835.013039082       -133294649.26174505     
  
   70232802.865312621       -132089035.88747303     
  
   72527377.134374350       -130843186.93003558     
  
   74799858.870964780       -129557481.88693601     
  
   77049555.855420738       -128232312.39622250     
  
   79275782.808532804       -126868082.11719106     
  
