   0.0000000000        0.0000000000
   0.0509684011        0.0135203730
   0.1019368023        0.0267676059
   0.1529052109        0.0397416987
   0.2038736045        0.0524426587
   0.2548419833        0.0648704693
   0.3058104217        0.0770251527
   0.3567788303        0.0889066979
   0.4077472091        0.1005150974
   0.4587155879        0.1118503511
   0.5096839666        0.1229124665
   0.5606524348        0.1337014586
   0.6116208434        0.1442172974
   0.6625891924        0.1544599980
   0.7135576606        0.1644295901
   0.7645260096        0.1741260141
   0.8154944181        0.1835492998
   0.8664628267        0.1926994622
   0.9174311757        0.2015764564
   0.9683996439        0.2101803422
   1.0193679333        0.2185110450
   1.0703363419        0.2265686542
   1.1213048697        0.2343530953
   1.1722732782        0.2418644428
   1.2232416868        0.2491026074
   1.7800474167        0.3092835248
   2.3365795612        0.3384303749
   2.8928391933        0.3365433812
   3.4488255978        0.3036223650
   4.0045385361        0.2396674156
   4.5599784851        0.1446782351
   5.1151456833        0.0186553001
   5.6700391769       -0.1384017467
   6.2246599197       -0.3264924288
   6.7790074348       -0.5456172228
   7.3330817223       -0.7957764864
   7.8868832588       -1.0769693851
   8.4404115677       -1.3891961575
   8.9936676025       -1.7324571609
   9.5466480255       -2.1067514420
  10.0993566513       -2.5120809078
  10.6517915726       -2.9484431744
  11.2039537430       -3.4158391953
  11.7558450699       -3.9142711163
  12.3074588776       -4.4437341690
  12.8588018417       -5.0042328835
  13.4098720551       -5.5957670212
  13.9606695175       -6.2183341980
  14.5111942291       -6.8719339371
  20.0006732941      -15.1084012985
  25.4564762115      -26.4379329681
  30.8786125183      -40.8560447693
  36.2670783997      -58.3582038879
  41.6218643188      -78.9398727417
  46.9429817200     -102.5965805054
  52.2304306030     -129.3238220215
  57.4841995239     -159.1170501709
  62.7042999268     -191.9718170166
  67.8907318115     -227.8835754395
  73.0434875488     -266.8478393555
  78.1625747681     -308.8601684570
  83.2479858398     -353.9159545898
  88.2997360229     -402.0108947754
  93.3177947998     -453.1401672363
  98.3021926880     -507.2996520996
 103.2529144287     -564.4845581055
 108.1699523926     -624.6905517578
 113.0533523560     -687.9135742188
 117.9030456543     -754.1480712891
 122.7190704346     -823.3905029297
 127.5014495850     -895.6362304688
 132.2501220703     -970.8806152344
 136.9651641846     ***************
 181.8039550781     ***************
 223.2244110107     ***************
 261.2310485840     ***************
 295.8284606934     ***************
 327.0209960938     ***************
 354.8133239746     ***************
 379.2098693848     ***************
 400.2150878906     ***************
 417.8336791992     ***************
 432.0699768066     ***************
 442.9284057617     ***************
 450.4136352539     ***************
 454.5301513672     ***************
 455.2823181152     ***************
 452.6747741699     ***************
 446.7118835449     ***************
 437.3981933594     ***************
 424.7380371094     ***************
 408.7359619141     ***************
 389.3969726562     ***************
 366.7247314453     ***************
 340.7241210938     ***************
 311.3994140625     ***************
 278.7554931641     ***************
-224.6400146484     ***************
***************     ***************
***************     ***************
***************     ***************


   0.0000000000        0.0000000000
   0.0882798508        0.0504587144
   0.1765597016        0.0998980552
   0.2648395598        0.1483180374
   0.3531194031        0.1957186460
   0.4413992465        0.2420998812
   0.5296791196        0.2874617577
   0.6179590225        0.3318042755
   0.7062388062        0.3751274049
   0.7945186496        0.4174311459
   0.8827984929        0.4587155581
   0.9710783958        0.4989806116
   1.0593582392        0.5382263064
   1.1476379633        0.5764525533
   1.2359180450        0.6136595011
   1.3241978884        0.6498470902
   1.4124776125        0.6850152612
   1.5007574558        0.7191640139
   1.5890372992        0.7522935271
   1.6773172617        0.7844036818
   1.7655969858        0.8154942989
   1.8538769484        0.8455656767
   1.9421567917        0.8746176958
   2.0304367542        0.9026503563
   2.1187164783        0.9296635985
   3.0219807625        1.1381306648
   3.9242260456        1.2514700890
   4.8254513741        1.2696814537
   5.7256584167        1.1927648783
   6.6248450279        1.0207204819
   7.5230126381        0.7535474300
   8.4201612473        0.3912472725
   9.3162908554       -0.0661811829
  10.2113990784       -0.6187367439
  11.1054887772       -1.2664208412
  11.9985599518       -2.0092329979
  12.8906116486       -2.8471741676
  13.7816429138       -3.7802410126
  14.6716585159       -4.8084392548
  15.5606517792       -5.9317626953
  16.4486236572       -7.1502113342
  17.3355789185       -8.4637918472
  18.2215137482       -9.8724994659
  19.1064300537      -11.3763360977
  19.9903259277      -12.9752998352
  20.8732032776      -14.6693906784
  21.7550621033      -16.4586105347
  22.6359004974      -18.3429603577
  23.5157184601      -20.3224334717
  31.6349639893      -43.2183609009
  39.6502532959      -74.2605819702
  47.5615882874     -113.4216995239
  55.3689727783     -160.6743774414
  63.0723915100     -215.9912872314
  70.6718597412     -279.3451538086
  78.1673736572     -350.7088012695
  85.5589294434     -430.0549316406
  92.8465194702     -517.3561401367
 100.0301666260     -612.5856933594
 107.1098556519     -715.7163085938
 114.0855865479     -826.7208251953
 120.9573593140     -945.5720825195
 127.7252044678     ***************
 134.3890686035     ***************
 140.9489593506     ***************
 147.4049224854     ***************
 153.7569122314     ***************
 160.0049285889     ***************
 166.1490325928     ***************
 172.1891632080     ***************
 178.1253356934     ***************
 183.9575500488     ***************
 189.6858215332     ***************
 237.1929016113     ***************
 275.6533813477     ***************
