 305.0947265625     ***************
 325.5442199707     ***************
 337.0292358398     ***************
 339.5769042969     ***************
 333.2145385742     ***************
 317.9694824219     ***************
 293.8689575195     ***************
 260.9399414062     ***************
 219.2094726562     ***************
 168.7048339844     ***************
 109.4531860352     ***************
  41.4812011719     ***************
 -35.1835937500     ***************
-120.5144042969     ***************
-214.4849853516     ***************
-317.0673828125     ***************
-428.2352294922     ***************
-547.9615478516     ***************
-676.2193603516     ***************
-812.9829101562     ***************
-958.2237548828     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************


   0.0000000000        0.0000000000
   0.1019367948        0.1009174287
   0.2038735896        0.1997961104
   0.3058103919        0.2966360748
   0.4077471793        0.3914372921
   0.5096839666        0.4841997623
   0.6116207838        0.5749235153
   0.7135576010        0.6636085510
   0.8154943585        0.7502548099
   0.9174311757        0.8348623514
   1.0193679333        0.9174311161
   1.1213047504        0.9979612231
   1.2232415676        1.0764526129
   1.3251782656        1.1529051065
   1.4271152020        1.2273190022
   1.5290518999        1.2996940613
   1.6309887171        1.3700305223
   1.7329254150        1.4383280277
   1.8348623514        1.5045871735
   1.9367991686        1.5688073635
   2.0387358665        1.6309885979
   2.1406726837        1.6911313534
   2.2426095009        1.7492353916
   2.3445463181        1.8053007126
   2.4464831352        1.8593270779
   3.3701391220        2.2207474709
   4.2917566299        2.4493598938
   5.2113356590        2.5451655388
   6.1288757324        2.5081629753
   7.0443773270        2.3383531570
   7.9578385353        2.0357341766
   8.8692636490        1.6003098488
   9.7786483765        1.0320768356
  10.6859941483        0.3310356140
  11.5913019180       -0.5028104782
  12.4945707321       -1.4694671631
  13.3958005905       -2.5689306259
  14.2949924469       -3.8012018204
  15.1921463013       -5.1662817001
  16.0872612000       -6.6641683578
  16.9803352356       -8.2948627472
  17.8713703156      -10.0583629608
  18.7603683472      -11.9546718597
  19.6473255157      -13.9837875366
  20.5322475433      -16.1457080841
  21.4151287079      -18.4404430389
  22.2959709167      -20.8679866791
  23.1747779846      -23.4283332825
  24.0515403748      -26.1214847565
  31.0461311340      -52.6861877441
  37.8935012817      -87.7976226807
  44.5936508179     -131.3996887207
  51.1465759277     -183.4362792969
  57.5522727966     -243.8514709473
  63.8107376099     -312.5894165039
  69.9219970703     -389.5946960449
  75.8860168457     -474.8115234375
  81.7028198242     -568.1844482422
  87.3724060059     -669.6583251953
  92.8947601318     -779.1778564453
  98.2698898315     -896.6879882812
 103.4978027344     ***************
 108.5784912109     ***************
 113.5119552612     ***************
 118.2981948853     ***************
 122.9371948242     ***************
 127.4289779663     ***************
 131.7735595703     ***************
 135.9709167480     ***************
 140.0210266113     ***************
 143.9239044189     ***************
 147.6796112061     ***************
 151.2880249023     ***************
 174.2845153809     ***************
 187.6932220459     ***************
 191.5702819824     ***************
 185.9718017578     ***************
 170.9536437988     ***************
 146.5716857910     ***************
 112.8815002441     ***************
  69.9385986328     ***************
  17.7985839844     ***************
 -43.4833374023     ***************
-113.8519287109     ***************
-193.2522583008     ***************
-281.6292114258     ***************
-378.9285888672     ***************
-485.0946655273     ***************
-600.0734252930     ***************
-723.8098144531     ***************
-856.2507324219     ***************
-997.3411865234     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************


   0.0000000000        0.0000000000
   0.0882798508        0.1513761580
   0.1765597016        0.2996942103
   0.2648395598        0.4449541867
   0.3531194031        0.5871559978
   0.4413992465        0.7262997031
   0.5296791196        0.8623853922
   0.6179589629        0.9954128861
   0.7062388062        1.1253823042
   0.7945186496        1.2522935867
   0.8827984929        1.3761467934
   0.9710784554        1.4969420433
   1.0593582392        1.6146790981
   1.1476380825        1.7293579578
   1.2359179258        1.8409786224
   1.3241978884        1.9495415688
   1.4124776125        2.0550460815
   1.5007575750        2.1574926376
   1.5890372992        2.2568807602
   1.6773172617        2.3532111645
   1.7655969858        2.4464831352
   1.8538770676        2.5366976261
   1.9421569109        2.6238534451
   2.0304365158        2.7079510689
   2.1187164783        2.7889912128
   2.7997720242        3.2110097408
   3.4777688980        3.5229356289
   4.1527080536        3.7247710228
   4.8245882988        3.8165135384
   5.4934115410        3.7981653214
   6.1591768265        3.6697254181
   6.8218832016        3.4311928749
   7.4815316200        3.0825681686
   8.1381225586        2.6238536835
   8.7916545868        2.0550460815
   9.4421291351        1.3761472702
  10.0895442963        0.5871553421
  10.7339019775       -0.3119268417
  11.3752021790       -1.3211002350
  12.0134449005       -2.4403648376
  12.6486272812       -3.6697235107
  13.2807540894       -5.0091781616
  13.9098205566       -6.4587135315
  14.5358314514       -8.0183486938
  15.1587810516       -9.6880702972
  15.7786750793      -11.4678936005
  16.3955097198      -13.3577976227
  17.0092868805      -15.3577938080
  17.6200065613      -17.4678916931
  21.5355815887      -34.1429023743
  25.3257713318      -55.5027427673
  28.9905815125      -81.4848251343
  32.5300064087     -112.0267486572
  35.9440498352     -147.0665893555
  39.2327194214     -186.5424652100
  42.3959999084     -230.3928527832
  45.4338989258     -278.5566101074
  48.3464126587     -330.9727172852
  51.1335449219     -387.5803833008
  53.7953033447     -448.3194580078
  56.3316650391     -513.1295166016
  58.7426490784     -581.9509277344
  61.0282592773     -654.7241210938
  63.1884880066     -731.3897094727
  65.2233123779     -811.8883666992
  67.1327743530     -896.1621093750
  68.9168548584     -984.1516113281
  70.5755538940     ***************
  72.1088562012     ***************
  73.5167770386     ***************
  74.7993316650     ***************
  75.9565048218     ***************
  76.9882812500     ***************
  79.9794158936     ***************
  77.6587982178     ***************
  70.0890579224     ***************
  57.3325347900     ***************
  39.4511871338     ***************
  16.5069580078     ***************
 -11.4387664795     ***************
 -44.3247375488     ***************
 -82.0899963379     ***************
-124.6737365723     ***************
-172.0157470703     ***************
-224.0557250977     ***************
-280.7339172363     ***************
-341.9907836914     ***************
-407.7669677734     ***************
-478.0032043457     ***************
-552.6413574219     ***************
-631.6221923828     ***************
-714.8879394531     ***************
-802.3803710938     ***************
-894.0426635742     ***************
-989.8164062500     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************
***************     ***************


   0.0000000000        0.0000000000
   0.0509683825        0.1883144975
   0.1019367650        0.3728246689
   0.1529051512        0.5535304546
   0.2038735300        0.7304319739
   0.2548418939        0.9035291672
   0.3058103025        1.0728219748
   0.3567786813        1.2383105755
   0.4077470601        1.3999946117
   0.4587154388        1.5578745604
   0.5096837878        1.7119499445
   0.5606522560        1.8622212410
   0.6116206050        2.0086879730
   0.6625889540        2.1513504982
   0.7135573626        2.2902088165
   0.7645257115        2.4252624512
   0.8154941201        2.5565118790
   0.8664625883        2.6839573383
   0.9174308777        2.8075981140
   0.9683992863        2.9274346828
   1.0193675756        3.0434665680
   1.0703359842        3.1556944847
   1.1213045120        3.2641179562
   1.1722728014        3.3687372208
   1.2232412100        3.4695518017
   1.5944399834        3.7999792099
   1.9618343115        4.0814242363
   2.3254241943        4.3138890266
   2.6852099895        4.4973721504
   3.0411913395        4.6318740845
   3.3933682442        4.7173948288
   3.7417411804        4.7539343834
   4.0863094330        4.7414932251
   4.4270739555        4.6800704002
   4.7640333176        4.5696663857
   5.0971889496        4.4102816582
   5.4265398979        4.2019157410
   5.7520866394        3.9445676804
   6.0738291740        3.6382389069
   6.3917665482        3.2829303741
   6.7059001923        2.8786382675
   7.0162305832        2.4253644943
   7.3227548599        1.9231128693
   7.6254758835        1.3718795776
   7.9243917465        0.7716617584
   8.2195043564        0.1224670410
   8.5108127594       -0.5757160187
   8.7983150482       -1.3228721619
   9.0820140839       -2.1190128326
  10.4241428375       -7.4081459045
  11.7074432373      -14.1229209900
  12.9319152832      -22.2199897766
  14.0975608826      -31.6564598083
  15.2043781281      -42.3898239136
  16.2523670197      -54.3780364990
  17.2415313721      -67.5794677734
  18.1718654633      -81.9528808594
  19.0433750153      -97.4575347900
  19.8560523987     -114.0530090332
  20.6099071503     -131.6994323730
  21.3049316406     -150.3572540283
  21.9411315918     -169.9874420166
  22.5184993744     -190.5512695312
  23.0370407104     -212.0105743408
  23.4967536926     -234.3275604248
  23.8976478577     -257.4649353027
  24.2397041321     -281.3854675293
  24.5229377747     -306.0528564453
  24.7473392487     -331.4309082031
  24.9129219055     -357.4841918945
  25.0196685791     -384.1771850586
  25.0675888062     -411.4749755859
  25.0566825867     -439.3434753418
  23.2922039032     -575.5588989258
  19.9498214722     -722.9212646484
  15.0728836060     -879.1746826172
   8.7042961121     ***************
   0.8865585327     ***************
  -8.3383026123     ***************
 -18.9286117554     ***************
 -30.8431739807     ***************
 -44.0412330627     ***************
 -58.4823722839     ***************
 -74.1267089844     ***************
 -90.9347076416     ***************
-108.8673248291     ***************
-127.8858489990     ***************
-147.9520874023     ***************
-169.0282897949     ***************
-191.0771179199     ***************
-214.0613708496     ***************
-237.9447326660     ***************
-262.6910095215     ***************
-288.2647705078     ***************
-314.6304931641     ***************
-341.7532958984     ***************
-369.5990600586     ***************
-510.3303222656     ***************
-666.2924194336     ***************
-835.1173095703     ***************
***************     -455.7032775879


   0.0000000000        0.0000000000
  -0.0000000089        0.2018348575
  -0.0000000178        0.3995922208
  -0.0000000267        0.5932721496
  -0.0000000356        0.7828745842
  -0.0000000446        0.9683995247
  -0.0000000535        1.1498470306
  -0.0000000624        1.3272171021
  -0.0000000713        1.5005096197
  -0.0000000802        1.6697245836
  -0.0000000891        1.8348622322
  -0.0000000980        1.9959224463
  -0.0000001069        2.1529052258
  -0.0000001159        2.3058102131
  -0.0000001248        2.4546380043
  -0.0000001337        2.5993883610
  -0.0000001426        2.7400610447
  -0.0000001515        2.8766560555
  -0.0000001604        3.0091741085
  -0.0000001693        3.1376147270
  -0.0000001782        3.2619771957
  -0.0000001871        3.3822627068
  -0.0000001961        3.4984707832
  -0.0000002050        3.6106014252
  -0.0000002139        3.7186543941
   0.2018346339        3.8226299286
   0.3995919824        3.9225277901
   0.5932719111        4.0183482170
   0.7828743458        4.1100916862
   0.9683992863        4.1977567673
   1.1498467922        4.2813453674
   1.3272168636        4.3608560562
   1.5005093813        4.4362893105
   1.6697243452        4.5076451302
   1.8348618746        4.5749230385
   1.9959220886        4.6381235123
   2.1529049873        4.6972475052
   2.3058099747        4.7522926331
   2.4546377659        4.8032617569
   2.5993881226        4.8501524925
   2.7400608063        4.8929662704
   2.8766555786        4.9317016602
   3.0091736317        4.9663600922
   3.1376142502        4.9969415665
   3.2619767189        5.0234446526
   3.3822622299        5.0458707809
   3.4984703064        5.0642199516
   3.6106009483        5.0784907341
   3.7186539173        5.0886845589
   3.8226294518        4.9353518486
   3.9225270748        4.3136396408
   4.0183477402        3.2497243881
   4.1100907326        1.7692985535
   4.1977558136       -0.1024436951
   4.2813444138       -2.3407917023
   4.3608551025       -4.9215278625
   4.4362883568       -7.8209133148
   4.5076436996      -11.0157089233
   4.5749216080      -14.4831733704
   4.6381220818      -18.2010307312
   4.6972460747      -22.1475219727
   4.7522912025      -26.3013381958
   4.8032603264      -30.6417121887
   4.8501505852      -35.1483116150
   4.8929643631      -39.8013381958
   4.9316997528      -44.5814399719
   4.9663581848      -49.4698181152
   4.9969396591      -54.4481239319
   5.0234427452      -59.4984474182
   5.0458688736      -64.6034622192
   5.0642175674      -69.7462768555
   5.0784883499      -74.9105072021
   5.0886821747      -80.0802154541
   4.9353494644      -85.2400283813
   4.3136372566      -90.3750076294
   3.2497220039      -95.4707183838
   1.7692960501     -100.5132293701
  -0.1024462134     -105.4890441895
  -2.3407943249     -110.3852615356
  -4.9215302467     -115.1893768311
  -7.8209161758     -119.8893661499
 -11.0157117844     -124.4737548828
 -14.4831762314     -128.9315185547
 -18.2010326385     -133.2521667480
 -22.1475238800     -137.4257354736
 -26.3013401031     -141.4425048828
 -30.6417160034     -145.2936096191
 -35.1483154297     -148.9703369141
 -39.8013420105     -152.4647064209
 -44.5814437866     -155.7691040039
 -49.4698219299     -158.8764190674
 -54.4481277466     -161.7801208496
 -59.4984512329     -164.4739685059
 -64.6034622192     -166.9524383545
 -69.7462768555     -169.2103881836
 -74.9105072021     -171.2430572510
 -80.0802154541     -173.0464477539
 -85.2400283813     -165.2734069824
 -90.3750076294     -132.2809448242
 -95.4707183838      -83.4456253052
-100.5132293701      -33.0476150513


